Id,content,Labels
PS_149,"பாஜக மெகா பிளான்! INDI கூட்டணிக்கு எகிறும் B.P!!
#trending #updatenews360 #breakingnews #tnpolitics #dmk #mkstalin #trendingnews #bjpnews #indiaalliance #stalin #loksabhaelection2024 #bjpmanifesto #congressmanifesto #ndaalliance #bjp #modi
 ",Neutral
PS_150,"‘’பாஜக மீண்டும் ஆட்சிக்கு வந்தால் திருப்பூரை 
மணிப்பூர் ஆக்கிவிடும்’’ - முதலமைச்சர் ஸ்டாலின்
#DMK #MKStalin
#Vote4DMK_Alliance",Sarcastic
PS_151,"பொதுவாழ்வில் ஒரு கட்சியை மட்டும் ஆதரிக்க கூடாது…

#yugitha 
#like
#share
#comment
#suppourt 
#fallome 
#seeman
#oottu 
#arasiyal
#thamilnadu 
#maike 
#pmk
#savukkushankar 
#galatta 
#NakkheeranTV 
#news 
#News18TamilNadu 
#News7TamilUpdates 
#NewsBreak 
#NewsTamil24x7 ",Neutral
PS_152," அந்த 22ல பப்பு பரதேசியும், கருணாநிதியின் திருட்டு குடும்பமும் அடங்கும்ன்ன இந்த அறிவு ஜீவிக்கு தெரியுமா?? 

#தமிழினதுரோகிதிமுக #DMKFailsTN #போதைகூட்டம்திமுக #NoDMK #CorruptDMK #திருட்டுதிமுக #DrugMafiaDMK #திருட்டு_திமுக 🦹‍♂️👹☠️ #viral #trending ",Neutral
PS_153,"அது விசிக (SC) மக்கள் அதிகம் உள்ள பகுதியா இருக்கும்.

#திருட்டுதிமுக ❤️ 🖤",Sarcastic
PS_154,"#மக்களின்_சின்னம்_மைக்
கல்வி அறிவில் சிறந்த கன்னியாகுமரி தொகுதி மக்களே மீண்டும் காங்கிரஸ், பாஜக, திமுக, அதிமுக கட்சிகளுக்கு உங்கள் வாக்குகளை செலுத்தி நீங்கள் சிந்தனை திறன் அற்றவர் என்று உலகிற்கு கூறப்போகிறீர்களா? @",Opinionated
PS_155,"ஓகோ இந்த காணொளிக்கு தான் , ஒட்டு மொத்த கூட்டம் கதறிட்டு கெடக்குதா…

அப்பச்சரி…

அனைவரும் மீண்டும் ஒரு முறை பதிவு செய்து விடவும்…

#சீமானின்_சின்னம்_ஒலிவாங்கி 🎙️
#NTK_Symbol_Mike ",Sarcastic
PS_156,"🇰🇬🎙️ #நெல்லை | #திருநெல்வேலி | #பாளையங்கோட்டை  மக்கள் - ஒலிவாங்கி ( மைக் )  சின்னத்தில் வாக்களிப்போம்  | நாளைய தலைமுறைக்கு வாழ்வளிப்போம்  🎙️🇰🇬

#நாம்தமிழர்கட்சி 
#நமது_சின்னம்_ஒலிவாங்கி
#சீமானின்_சின்னம்_ஒலிவாங்கி
#NTK_Symbol_Mike
🎙️🎙️🎙️🎙️🎙️🎙️🎙️🎙️🎙️ ",Negative
PS_157,விலகுவது பிரச்சாரத்தில் இருந்தா கட்சியில் இருந்தா கொஞ்சம் தெளிவாக சொன்னால் நன்னா இருக்கும் #kushbu #narendramodi #amitshah #thalapathyvijay #congress #dmk #mkstalin #tamilnadu #seeman #bjp #annamalai #admk #modi #rahulgandhi #ntk #tamilnadupothumedai #publicpunch,Substantiated
PS_158,"தாய்பால் நஞ்சானதால் குழந்தைகளுக்கு புற்று நோய் ஏற்படுகிறது - பிரச்சார களத்தில் சீமான்!

#NTK #Seeman #NaamTamilarKatchi #Election2024 #ElectionCampaign #LokSabhaElection2024 #NewsTamil24x7 ",Positive
PS_159,"✊💪ஓட்டுக்கான ஆட்கள் இல்லை நாங்க இந்த நாட்டுக்கான ஆட்கள் 💯❤️ அண்ணன் சீமான் 🔥🎙️    #NTK #NTK4TN 
#மக்களின்_சின்னம்_மைக்
#Mike_VoiceOfPeople #NTK_Symbol_Mic
#Elections2024 #Seeman #Election2024 ",Sarcastic
PS_160,கோவை களம் 🔥,Opinionated
PS_161,அப்படி ஒன்னும் இல்ல aaa,Positive
PS_162,"    #மக்களின்_சின்னம்_மைக் 
நான் #நாம்_தமிழர்_கட்சி  பிள்ளை முடிஞ்ச மோது பாக்கலாம்...",Positive
PS_163,"#நீட் தேர்வு ரத்து செய்யப்படும்

பொய்யான வாக்குறுதிகளை அளித்து

சொன்னீங்களே
செஞ்சீங்களா ??
#பதில்சொல்லுங்கஸ்டாலின் #NEET #DMKFailsTN #DMKManifesto2024
#ADMK_
#ADMK_ ",Neutral
PS_164,"எடப்பாடி பாஜக கூட்டணிக்கு வந்தாலும்,மோடிக்கு தான் எங்கள் ஆதரவு

#Admk #Bjp #Modi #Ammk #Edappadi

~ ",Positive
PS_165,"நாகர்கோவில் வேப்பமூடு சந்திப்பு பகுதியில் தேர்தல் பரப்புரை மேற்க்கொண்டார்.

நாற்பதும் நமதே! நாடும் நமதே!!

வெல்லட்டும் I.N.D.I.A கூட்டணி!

#Vote4INDIA
#MKStalin 
#DMK 
#Dmkkanyakumari ",Opinionated
PS_166,"ஆன்லைன் ரம்மி மூலம்
தமிழகத்தில் இறந்தவர்கள் பலர்...

அந்த ஆன்லைன் ரம்மி நிறுவனத்திடம் 
500 கோடிக்கு மேல் தேர்தல்
பத்திரங்கள் மூலம் நிதி பெற்ற இந்த
திமுகவா மக்களை காக்க போகிறது..‌ 

#LokSabhaElections2024
#TamilNadu #DMKFailsTN #Elections2024
",Substantiated
PS_167,"முழு உழைப்பையும் மனுஷன் களத்துல கொட்டிட்டு இருக்காப்ல..

தமிழர்களே வாய்ப்பை பயன்படுத்திக்கொள்ளுங்கள்..

#NTK_Symbol_Mike 
#Mike_VoiceOfPeople 
#மக்களின்_சின்னம்_மைக் ",Negative
PS_168,"மக்கள் ஆதரவோடு பொள்ளாச்சியில் தாமரை ஆட்சியை அமைப்போம்..

   

#Vasantharajan4Pollachi #JPNadda #பொள்ளாச்சியில்_தாமரைஆட்சி #Vasanthcovaibjp #BJPTamilnadu #BJPcbesouth #NamoAgain2024 #ModiAgain2024 #BJPindia #BJP #ADMKFAILSTN #DMKFAILSTN #DmkFiles #AnnamalaiK #NarendraModi #AmitShah",Positive
PS_169,"எடப்பாடிக்கு ஏணி சின்னம் ஒதுக்குவாங்க, அமித்ஷாவின் புதிய உத்தரவு |  Fine Time Media
#edappadi #bjp #ops #annamalai #tnbjp #admk #modi #amitshah #dspandiyaraj #Finetimemedia #TTVDhinakaran  

",Sarcastic
PS_170,"ரோடு எங்கடா திராவ்டியாஸ்?🤧🤧

#DMKFailsTN",Sarcastic
PS_171,"சைக்கிள் சின்னம் - ஜி.கே.வாசனை கலாய்த்த சீமான்

 | #Seeman #NTK #LokSabhaElection2024 #election2024 ",Neutral
PS_172,"துரை வைக்கோவை  ஓட்டு கேளுறா நாயே என்றா சொல்றார் நேரு 🧐🧐

கடைசியில் வருது......
இந்த நாய் பொழப்பு வேணுமா..!? ",Sarcastic
PS_173,"MLA சீட் க்கு தகுதியில்லாத Dr.கிருஷ்ணசாமிக்கு.! எதற்கு MP சீட் ... எடப்பாடியை குப்பையில் தூக்கி போடும் முக்குலத்தோர் சமூகம்... இத்தோடு முடிந்தது எடப்பாடி சோலி...

#dinaseval #edappadipalanisamy #krishnasamy #admk #bjp #congress #dmk #admk #mkstalin #bjpnews #elction2024 #bjpindia #politicalnews #admknews #tamilnadupolitics #exitpoll #loksabhaelection2024 #edappadi #edappadipalaniswami #admknews #parliamentelection2024 #opinion ",Sarcastic
PS_174,எனக்கு வேலை வேண்டும்,Substantiated
PS_175,"எந்த சனலை பாத்தாலும் இதே கதையாகத்தான் இருக்கு 
கலக்கிறிங்க  #NTK 

உபிஸ் ரெம்ப கதறுவாங்களே!!! ",Sarcastic
PS_176,"கச்சத்தீவுல ஒரு சர்ச் தவிர குடியிருப்பே என்றைக்கும் இருந்தது இல்ல..

 அங்க பால் பண்ணைல இருந்து ராமேஸ்வரத்துக்கு பால் வந்துச்சு.. பூல் வந்துச்சுன்னு ஒளரிட்டு இருந்தே சுடுதண்ணிய புடிச்சி மூஞ்சில ஊத்திருவேன் ",Negative
PS_177,"மதுரை அ.தி.மு.க. வேட்பாளர் டாக்டர். சரவணன் பணியாரம் சுட்டு வாக்கு சேகரிப்பு 

#Madurai #ADMK #Saravanan #LokSabhaElections2024 ",Sarcastic
PS_178,"மாயமான் இல்லையென்றால் ஈ.பி.எஸ் முதலமைச்சராக ஆகியிருக்க முடியாது""

மாயமான் - மண் குதிரை விமர்சனம் = ஈ.பி.எஸ்-க்கு #வைத்திலிங்கம் கண்டனம்

#ADMK
#AIADMK
#அதிமுக
 
 
#HBD_EPS 
#HBD_Edapadiyaar 
 
#எடப்பாடி 
#எடப்பாடியார் 
#edappadi ",Sarcastic
PS_179,"இவருக்கு என்ன ஏதும்
செலெக்டிவ் அம்னீஷியாவா...🙄

2019, 2021, இப்போ 2024 வரை கொடுத்த
வாக்குறுதியையே திரும்ப திரும்ப
கொடுத்துக் கிட்டு இருக்காரு... 🤷‍♂️🤦‍♂️

#LokSabhaElections2024
#TamilNadu #DMKFailsTN #Elections2024 ",Neutral
PS_180,"தமிழ்நாட்டில் பாஜக ஆட்சிக்கு வர வாய்ப்பே இல்லை: எடப்பாடி பழனிசாமி 
#Chennai | #BJP | #EPS | #ADMK | #Tamilnadu | #ParliamentElection | #PolimerNews ",Positive
PS_181,Siva Siva  எந்த ஊரு,None of the above
PS_182,ஹல்வா for #DMKFailsTN,Negative
PS_183,"போதை பொருள் கடத்தும் திமுகவை விரட்ட வேண்டும்!!!

#LokSabhaElections2024 
#Ponnar4Kanyakumari ",Negative
PS_184,குறுங்குகே தாவருதுகு கத்து கொடுத்து ஒரே கட்சி - ப ம க - #trending #viral #sivajikrishnamoorthy #dmk #funny #justnow,Neutral
PS_185,"“அடையாளமற்ற பிள்ளைகள் இவர்கள்...”

 | #Seeman | #NTK | #Elections2024 | #Election2024 | #ElectionsWithNews7Tamil | #LokSabhaElection2024 | #ParliamentElection | #News7Tamil | #News7TamilUpdates ",Sarcastic
PS_186,ganesh s Sakthi  உங்க நம்பர்,None of the above
PS_187," அடப்பாவிங்களா, இப்படியா மக்கள திட்டுவீங்க? என்ன செய்ய இவிங்களுக்கும் வெக்கம் மானம் சூடு சொரணை ……
#DMKFailsTN
#Vote4BJP 
#Annamalai4Coimbatore ",Neutral
PS_188,"🇰🇬🎙️ 40/40 தொகுதிக்கும் அறிவிச்சு உடுங்கப்பா  🎙️🇰🇬

#மக்களின்_சின்னம்_மைக்
#Mike_VoiceOfPeople
🎙️🎙️🎙️🎙️🎙️🎙️🎙️🎙️🎙️ ",Opinionated
PS_189,"முதலமைச்சர் மு.க.ஸ்டாலின், ராகுல் காந்தி கூட்டாகப் பிரசாரம்   #Kovai  | #MKStalin | #Rahul_Gandhi | #VelichamTV ",Negative
PS_190,"""சீமான் அண்ணனே சொல்லிட்டாரு.. அதற்காகத்தான்..!"" - சத்யா தேவி (நாதக) | #Seeman | #NTK | #ElectionWithPT ",Sarcastic
PS_191,"#ஆரத்தி எடுத்து விட்டு வேட்பாளரிடம் பணம் வாங்கினா அது திமுக, அதிமுக... ஆரத்தி எடுத்து விட்டு வேட்பாளருக்கு பணம் கொடுத்தா அது #நாம்_தமிழர் 💪 ",Positive
PS_192,"அந்த நரி யாருன்னு சொல்லலையே அண்ணே..

🤪

#நாம்தமிழர்கட்சி_சின்னம்_ஒலிவாங்கி 
#மைக்
#சீமானின்_சின்னம்_ஒலிவாங்கி_மைக் ",Opinionated
PS_193,"அதிமுக கூட்டணியில் தேமுதிகவுக்கு 5 தொகுதிகள் ஒதுக்கீடு..

#AIADMK #Dmdk #Eps #Edappadi #EdappadiPalaniswami #Premalatha #LokasabhaElection2024 #LokSabhaElections #LokSabhaElection2024",Negative
PS_194,"#Neet எதிர்ப்பு
#ஹிந்தி எதிர்ப்பு

#திமுக Aganda for upcoming election.

”நீ எதை விதைக்கிறாயோ அதையே அறுவடை செய்வாய்”

#திராவிடமாடல்பரிதாபங்கள் 
#NeetSuicide ",Opinionated
PS_195,"என்ன ஜெயிக்க வை... இல்லனா அடிவாங்கி சாவு.. வந்து சொல்லாத..! நானும் சேர்ந்து அடிப்பேன்! #Seeman

 via ",Sarcastic
PS_196,"திமுக என்றுமே சொல்வதைச் செய்யாது என்பதற்கு இது ஒரு சிறந்த உதாரணம். 

தண்டனைக்குப் பதில் பதவி உயர்வு🤦

#திருட்டு_திமுக
#மக்களின்_சின்னம்_மைக் #Mike_VoiceOfPeople ",Sarcastic
PS_197,"NTK Innovation!
இவர்களுக்கு வாக்கு போடாமல் நாடு எப்படி உருப்படும்.

#NTK_Innovation  

 ",None of the above
PS_198,"இசை..
குரல்....
வரிகள்...

சிறப்பாக உள்ளது விஜய் அண்ணா.....
நன்றி ❤️💛

#சீமானின்_சின்னம்_ஒலிவாங்கி_மைக் ",Opinionated
PS_199,இதனால தான் கேரளா கடவுளின் தேசமா இருக்கு---- அண்ணன் -- #seeman #tamil #seemanism #tamilnadu #ntk #dmk #thalapathy #ambedkar #periyarist #mkstalin #periyar #tamilmemes,Sarcastic
PS_200,"பிரதமர் மோடி குறித்து முதலமைச்சரும், உதயநிதியும் மற்றும் சீமான் பேசி வருவதால் தமிழகத்தில் பாஜக வளர்ந்துள்ளதாக அகில இந்திய பாஜக மகளிர் அணித் தலைவி வானதி சீனிவாசன் தெரிவித்தார்.

#BJPFoundationDay #ntk_nkl2024 #Seeman #MKStalin #UdhayanidhiStalin #BreakingNews‌  #malaimurasu ",Neutral
PS_201,"வடசென்னை தொகுதி வளரப்போவது உறுதி
தேர்தல் பரப்புரை 6/04/24

வெற்றி நமதே 🚩

#vote4paulkanagaraj #bjp4northchennai #paulkanagaraj4northchennai #Election2024 #TNBJP #LokSabhaElections2024 #rcpaulkanagaraj #northchennai #BJPTN #DMKFailsTN #AdmkFailsTN #pmk ",Positive
PS_202,"20 ரூபாய் டோக்கன் கொடுத்து ஊரை ஏமாற்றியது தெரியும் சங்கி செல்வரே ! 

அம்மையார் ஜெயலலிதா உயிரோட இருந்த போது போயஸ் தோட்டம் பக்கமே உங்களை வரக்கூடாதுன்னு சொல்லி வச்சிருந்தாங்களே எதுக்கு ?",Neutral
PS_203,"🔴🟡திரள் நிதி பரப்புரை
#Donate4Change

#திரள் நிதியளிக்க:


வரலாறு நெடுகிலும் ஏற்பட்ட வலியுமுண்டு, மீண்டுவரும் வலிமையுமுண்டு. தடையாய் இருக்கும் பொருளாதாரத்தில் மட்டும் உதவிடுங்கள்.

#சீமானின்_சின்னம்_ஒலிவாங்கி_மைக் ",Sarcastic
PS_204,"கோடநாடு வழக்கு; இபிஎஸ் இன்று ஆஜராகவில்லை..!

#Malaimurasu | #EdappadiPalanisamy | #kodanadcase | #Samuel | #mathew | #journalists | #edappadi |  #chennaihighcourt | #madrashc | ",Opinionated
PS_205,"மாற்றத்திற்க்கான எளிய மக்களின் புரட்சி வெல்ல
#மக்களின்_சின்னம்_மைக் 
#மக்களின்_சின்னம்_ஒலிவாங்கி ",Positive
PS_206,"நாகை மக்களவைத் தொகுதி - ஓர் அறிமுகம் 

Link: 

#loksabhaelections2024 #Election2024 #nagapattinamconstituency #nagapattinam #congress #aiadmk #bjp #ntk #bjp #parliment #hindutamil",Positive
PS_207,"பொதுக்கூட்டத்தில் பங்கேற்க கோவை வந்தடைந்தார் முதலமைச்சர் மு.க.ஸ்டாலின்

#MKStalin #Elections2024 #DinakaranNews 
 
",Neutral
PS_208,"எனக்கு முழுக்க முழுக்க கலைஞர்தான்… தமிழ்நாட்டுக்கு எந்த பிரதமரும் இத்தனை முறை வந்ததில்ல…

#Minnamblaam #KNNehru #Kalaignar #ArignarAnna #DMK #BJP #Modi ",Sarcastic
PS_209,"திருச்சி நாடாளுமன்ற வேட்பாளர் ஜல்லிக்கட்டு ராஜேஷ் அவர்களுக்கு வாக்கு கேட்டு தேர்தல் பரப்புரை 

இன்று மாலை 5 மணிக்கு திருச்சி எடமலைப்பட்டிபுதூர் !

#சீமான்_சின்னம்_ஒலிவாங்கி ",Opinionated
PS_210,"NIA வை கொண்டு வந்தது காங்கிரஸ்...அதை செயல்படுத்தி பழிவாங்குவது பிஜேபி..சீமான் அதிரடி பேச்சு!

#elections2024 #electioncampaign #loksabhaelection2024 #seeman #ntk #kovai #newstamil24x7 ",Sarcastic
PS_211,"#ElectionUpdate | “15 சீட்டும், ₹1,000 கோடியும் தருவதாக கூட்டணிக்கு கூப்பிட்டாங்க. ஆனால் நான் போகல..!” -சீமான்

#SunNews | #Seeman | #ElectionsWithSunNews ",Neutral
PS_212,10 பனை மரம் நட்டா பிராக்டிகல் மார்க் 10 இதுவே 100 மரம் நட்டா ௫.5 இலட்சம் பரிசு | Seeman | NTK   #vthamizhdigital #vthamizh #seeman #ntk #election2024 #loksabhaelection2024,Sarcastic
PS_213,"சின்னத்தை மாற்றுகிறார்கள் - நாதக புகார் 

#Seeman | #NTK | #NaamTamilarKatchi | #ElectionCommissionOfIndia ",Negative
PS_214,"சென்னை அடையாறில் கரையோர வீடுகளை சூழ்ந்து பெருக்கெடுத்தோடும் வெள்ளநீர்..
 
50 ஆண்டுகால திராவிட ஆட்சி
 இதுவே சாட்சி

அவலங்கள் தொடர் கதை❤🖤
 
#விடியா_அரசு
#திருட்டு_திமுக
#சாத்தானின்_ஆட்சி
#DMKFailsTN
#திராவிடமாடல்பரிதாபங்கள்

#வெள்ளத்தில்_மிதக்கவிட்ட_விடியல் ",Sarcastic
PS_215,"பாசிசத்தை விரட்ட ஒன்றுகூடிய திராவிடப் படை!

பாசிசம் வீழட்டும்! இந்தியா வெல்லட்டும்!!

நாற்பதும் நமதே!நாடும் நமதே!! வெற்றியும் நமதே!!!

#MKStalinCM #RahulGandhi #MKStalin #Coimbatore
#Vote4DMK #Vote4INDIA
#INDIAAlliance  #DMK #DMKITWING 
#ATTURUNIONDMKITWING
#SALEMEASTDMK ",Neutral
PS_216,சாதி பார்த்து நீ போடும் ஒட்டு எனக்கு தீட்டு.. இந்த வார்த்தையை எந்த அரசியல்வாதியாவது சொல்ல முடியுமா? #Seeman,Neutral
PS_217,"M.R விஜயபாஸ்கர் மீது பாயும் வழக்குகள்..
சிக்கும் திமுக.. அதிமுக பிரமுகர்கள்!
#NakkheeranTV #duraimurugan #edappadi #mkstalin #cvijayabaskar #velumani #thangamani #admk #enforcementdirectorate 

Full video link :  ",Sarcastic
PS_218,"தேர்தலில் தோற்றால் எப்படி உருட்ட வேண்டும் என்று #திருட்டு_திமுக  கொத்தடிமைகளுக்கு சிக்னல் தரப்பட்டது 😂😂

#DMKFailsTN #LokSabhaElections2024 #வெத்துவேட்டு_திமுக",Sarcastic
PS_219,"இது தான் அஇஅதிமுக ஆட்சியின் வளர்ச்சி..!

click here: 

#ADMK #formers #agricultural  #EdappadiPalanisami  #LokeshKanagaraj #TheGreatestOfAllTime 

     
 ",Sarcastic
PS_220,"“பாஜக மீண்டும் ஆட்சிக்கு வந்தால், இந்திய அரசியலமைப்பு சட்டத்தை அழித்துவிடுவார்கள்”

 | #DMK | #INDIAAlliance | #DMKAlliance | #Dharmapuri | #Elections2024 | #ElectionCampaign | #LokSabaElection2024 | #ElectionsWithNews7Tamil | #News7Tamil | #News7TamilUpdates",Neutral
PS_221,"விடுமுறை தின சிறப்பு நிகழ்ச்சிகள் ன்னு போடற நாயிங்க

அதிசயமா தமிழ் புத்தாண்டு சிறப்பு நிகழ்சிகள் ன்னு போட்டு இருக்கானுங்க.

""தேர்தல் படுத்தும் பாடு""

#கலைஞர்டிவி
#சன்டிவி 
#திருட்டுதிமுக ❤️ 🖤",Opinionated
PS_222,"தமிழ்நாட்டில் டாஸ்மாக் எனும் BioWar 🤦‍♂️

அடுத்த முறையும் டாஸ்மாக்கை ஒழிக்கும் திட்டம் அதிமுக திமுகவிற்கு இல்லையா?

#Election2024 #VoteForMike🎙️ ",Positive
PS_223,"இப்புடி ஆகிட்டாரே நம்ம புரட்சித் தவழ்வர்!

#EPStrolls #epsfails #EPSTeam #EPS #EdappadiPalanisamy  #epstrollcomedy #trolleps #epstrolltoday #tamiltroll #edappadi #edappadiularal  #edappadinews #edappadispeech #political #PoliticalNews #enndapannivachirukinga ",Sarcastic
PS_224,"அம்மா என்னிடம் கேட்ட கேள்வி 

#admk | #amma | #paramasivan | #LokSabaElection2024 | #ElectioWithIBCTamil |  ",Neutral
PS_225,"நாம் தமிழர் கட்சி சார்பாக ஒலிவாங்கி (மைக்) சின்னத்தில் போட்டியிடும் திருநெல்வேலி நாடாளுமன்றத் தொகுதி வெற்றி வேட்பாளர் பா.சத்யா

நாம் தமிழர்
#சீமானின்_சின்னம்_ஒலிவாங்கி
#NTK_Symbol_Mike
#Elections2024
#Seeman4TN






",Negative
PS_226,"இது குறித்து ஒரு கழக ஹனாவும் ஊளை இட வில்லை ஏனோ?!

 




#மக்களின்_சின்னம்_மைக்
#Mike_VoiceOfPeople",Sarcastic
PS_227,"நாம் தமிழர் கட்சி, அதானி துறைமுக விரிவாக்க திட்டத்தை எதிர்ப்பது ஏன்?  NTK  | Katchatheevu | சீமான்

முழு பேட்டி ▶️  

#NaamTamilarKatchi #NTK #Seeman",Opinionated
PS_228,"மைக்கை🎙️கையில் எடுக்கட்டுமா..!
இன்று (14.04) வெளியான விஜய் பாடிய பாடல்
#WhistlePodu

#seeman #NTK_Symbol_Mike #ntk #tamilnadu #சீமானின்_சின்னம்_ஒலிவாங்கி #seemanlatestspeech2024 #நாம்தமிழர்​ #தமிழர்​ #சீமான் #WhistlePodu #மக்களின்_சின்னம்_ஒலிவாங்கி #Mike_ThePeoplesChoice #Micah #விசில்போடு_மைக்லஓட்டபோடு #ThalapathyVijay #VaathiMalaysia #TheGreatestOfAllTime #actorvijay",Opinionated
PS_229,"உங்கள் வாக்கு யாருக்கு!? காரணம் சொல்லுங்க, #கோவை4ராஜ்குமார் மக்களே! 

#ஸ்டாலின்குரல் #CMMKStalin #DMK #ADMK #பதில்_சொல்லுங்க_மோடி #NoVoteToBJP #ModiFailedIndia #Elections2024 #2024IsOurs #VoteINDIAToSaveDemocracy #Vote4INDIAcampaign #Vote4DMK  ",Opinionated
PS_230,"தீயசக்தி #திருட்டுதிமுக வை வேரோடு வீழ்த்த வந்த மக்கள் சக்தியே #பாஜக!
அணிதிரள்வோம் வாரீர்..! #BJP4Tamilnadu 
#RejectDMK #NoVoteToDMK #திமுக_நாட்டுக்கும்_வீட்டுக்கும்_கேடு ",Negative
PS_231,டீம்கா ட்ராமா ஸ்டிக்கர் கம்பெனிக்கு ஊஊஊஊ.. ஆழ்ந்த வாழ்த்துகள்!  #DMKITWING  #DMKFailsTN #DmklootsTN #DrugMafiaKazhagam,Negative
PS_232,"கௌதம சிகாமணிக்கு வாய்ப்பு கிடைக்காதது பொன்முடிக்கு வருத்தம்தான்

#zeetamilnews #kallakurichi #electioncampaign #mkstalin #dmk #modi #annamalai #bjp #congress #rahulgandhi #ntk #eps #aiadmk #ops #ttvdhinakaran #loksabhaelection2024 #ariyanaiyaaruku

 ",Neutral
PS_233,"இதுவரைக்கும் என்ன செஞ்ச? ஒன்னும் செய்யல, அதேதான் இனியும்🤣🤣🤣 #navaskani_mp #ramanathapuram #loksabhaelection2024 #navaskanifails #DMKFails #dmktroll #udhayanidhitrool #stalintroll #stalinfails #DMKFailsTN #விடியாத_திமுகஅரசு #விடியா_அரசு ",Sarcastic
PS_234,மாத்தி மாத்தி பேசாத மோடி | அமித்ஷா | அண்ணாமலை | பாஜக #population #populationcontrolbill #narendramodi #seeman #rahulgandhi #bjpfailsindia #novotetobjp #bjpfail #ntk #tamilnadu #admk #amitshah #tamilnadupothumedai #dmk #mkstalin #modi #annamalai #bjp #thalapathyvijay #congress,Opinionated
PS_235,"காங்கிரஸ் 50 ஆண்டு பகை; பா.ஜ.க 3,000 ஆண்டுகள் பகை: சீமான்

#TamilnaduNews #DINDIGAL #TNNews #TamilNews #politics #seeman #seemanspeech #Election2024 #BharatiyaJanataParty #Congress #LokSabhaElection2024 #LokSabha #Vizhuthugalmedia ",Opinionated
PS_236,"பிரதமர் மோடி கச்சத்தீவு குறித்து பேசுவது என்ன காந்தி இறந்து விட்டாரா என்று கேட்பது போல் உள்ளது என சீமான் விமர்சித்துள்ளார்
#PMModi #Seeman #NaamTamilarKatchi #BJP
",Opinionated
PS_237," |  இது எல்லாம் வனத்துறை அதிகாரிகளுக்கு தெரியாத இல்லை. தோல்வி பயத்தில் திமுக இருக்கிறதா.
#DMKFailsTN 

இன்னும் கொஞ்சம் நாள் பொறு தலைவா...

கடலூர் மாவட்ட மக்களே உங்களுக்கு தீர்ப்பு எழுதுவோம்
மண்ணின் மைந்தர் 
#தங்கர்பச்சன் வெற்றி பெறுவார்
#Cuddalore ",Opinionated
PS_238,"தமிழ்நாடு 31 + புதுச்சேரி 1 = 40 😂😂😂

தலைவர் எவ்வழியோ அவ்வழியே தொண்டர்கள் 😂

#DmkfailsTN ",Neutral
PS_239,"வட நாட்டுக்காரன் தமிழ் நிலத்துல நாத்து நடுறான்.. யாரு காரணம்? - Viyanarasu | NTK | Seeman

முழு பேட்டியைக் காண▶️

#NTK #Seeman #DMK",Sarcastic
PS_240,இவ்வளவு நாள் எங்க  அம்மா இருதிங்க.. உங்களுடைய பேச்சு சரவெடி💥💥💥 #மக்களின்_சின்னம்_மைக் #மக்களின்_சின்னம்_ஒலிவாங்கி #சீமானின்_சின்னம்_ஒலிவங்கி,Positive
PS_241,"பரப்புரை பண்ணிட்டு உணவு இடைவேளையில் சிறு காணொளி எடுத்தோம்......

மகிழ்ச்சியாக 💛❤

#விசில்போடு_மைக்ல_ஓட்டுபோடு ",Opinionated
PS_242,"கிளி ஜோசியத்துல நம்பிக்கை இல்ல. ஆனா அந்த கிளி ஜோசியம் குறி சொல்றவருக்கு ஒரு நம்பிக்கை இருக்கு, ""மதச்சார்பின்மை சமத்துவம் என்றால் அது மு.க.ஸ்டாலின். 😍 🖤❤️

#MKStalin4TN #voteforDMK  ",Sarcastic
PS_243,"#Electionnews | “அரசியல் மலிவான வியாபாரமாகிவிட்டது”

#NewsTamil24x7 | #Seeman | #Sivagangai | #ElectionCampaign | #Election2024 ",Opinionated
PS_244,"கோவை செட்டிபாளையத்தில் நடந்து வரும் திமுக தலைமையிலான கூட்டத்தில் முதலமைச்சர் மு.க. ஸ்டாலின், காங்கிரஸ் தலைவர் ராகுல் காந்தி கலந்து கொண்டனர். #LokSabaElection2024 #CoimbatoreNews #MKStalin #RahulGandhi #Elections2024 #TamilnaduNews ",Opinionated
PS_245,"#திருப்பூர் பாராளுமன்ற தொகுதிக்குட்பட்ட ஆத்துப்பாலம் பகுதியில் 
தேர்தல் பிரச்சாரத்தின் போது GST வரியால் பாதிக்கப்படுவது குறித்து கேள்வி கேட்ட பெண்ணை #பாஜக வினர் தாக்கமுயற்சி.

#மனிதகுலவிரோதி_பாஜக

நமது சின்னம்
#ஒலிவாங்கி (மைக்)

#NTK
#சீமானின்_சின்னம்_ஒலிவாங்கி
#Say_No_To_ABCD ",Negative
PS_246,"முதலமைச்சருக்கு நன்றி 

 | #MKStalin | #DMK | #SridharVandayar | #LokSabaElection2024 | #TamilNadu | #ElectionsWithNews7Tamil | #News7Tamil | #News7TamilUpdates ",None of the above
PS_247,"அண்ணல் அம்பேத்கர் ஆசி பெற்ற சின்னம் மைக்..!

#NTK_Symbol_Mike 
#Mike_VoiceOfPeople 
#மக்களின்_சின்னம்_மைக் 🎙️
#Ambedkar #AmbedkarJayanti2024 ",Positive
PS_248,"சொந்த ஊரில் தங்க தமிழ் செல்வர் க்கு அடி விழுது - 

 #ADMK_SLM
  #admk #Aiadmk  
#இரட்டைஇலை #அதிமுக 

",Neutral
